X,Y,Z,Activity
-9.144185,2.246528,-2.411785,Sit
-9.137,2.268084,-2.42376,Sit
-9.134604,2.282454,-2.411785,Sit
-9.12263,2.277664,-2.392625,Sit
-9.127419,2.282454,-2.42376,Sit
-9.13221,2.292034,-2.435735,Sit
-9.11784,2.289639,-2.426155,Sit
-9.10347,2.306404,-2.421365,Sit
-9.09868,2.289639,-2.43813,Sit
-9.091495,2.277664,-2.450105,Sit
-9.105865,2.272874,-2.440525,Sit
-9.120234,2.280059,-2.42376,Sit
-9.12263,2.320774,-2.411785,Sit
-9.134604,2.287244,-2.421365,Sit
-9.129815,2.222578,-2.40939,Sit
-9.096285,2.181863,-2.445315,Sit
-9.086704,2.208208,-2.459685,Sit
-9.115445,2.244133,-2.4046,Sit
-9.15137,2.268084,-2.416575,Sit
-9.12263,2.277664,-2.40939,Sit
-9.096285,2.263294,-2.368675,Sit
-9.120234,2.258503,-2.368675,Sit
-9.15137,2.277664,-2.38065,Sit
-9.168135,2.263294,-2.354304,Sit
-9.163345,2.239343,-2.359094,Sit
-9.148975,2.244133,-2.373464,Sit
-9.144185,2.236948,-2.361489,Sit
-9.134604,2.246528,-2.366279,Sit
-9.129815,2.246528,-2.378254,Sit
-9.12263,2.241738,-2.38065,Sit
-9.12263,2.260899,-2.397415,Sit
-9.11784,2.270479,-2.39023,Sit
-9.12263,2.282454,-2.373464,Sit
-9.12263,2.294429,-2.39502,Sit
-9.129815,2.268084,-2.39023,Sit
-9.134604,2.275269,-2.378254,Sit
-9.12263,2.263294,-2.378254,Sit
-9.11784,2.282454,-2.39023,Sit
-9.12263,2.275269,-2.383044,Sit
-9.13221,2.270479,-2.371069,Sit
-9.13221,2.244133,-2.373464,Sit
-9.14179,2.236948,-2.375859,Sit
-9.14658,2.239343,-2.375859,Sit
-9.148975,2.239343,-2.38544,Sit
-9.137,2.239343,-2.383044,Sit
-9.134604,2.241738,-2.371069,Sit
-9.13221,2.241738,-2.378254,Sit
-9.139395,2.236948,-2.366279,Sit
-9.139395,2.244133,-2.38544,Sit
-9.14658,2.265689,-2.38065,Sit
-9.13221,2.287244,-2.366279,Sit
-9.12263,2.272874,-2.38065,Sit
-9.139395,2.263294,-2.397415,Sit
-9.139395,2.248924,-2.392625,Sit
-9.14179,2.268084,-2.375859,Sit
-9.15137,2.289639,-2.38065,Sit
-9.120234,2.270479,-2.42855,Sit
-9.10347,2.268084,-2.44292,Sit
-9.096285,2.272874,-2.445315,Sit
-9.096285,2.280059,-2.44771,Sit
-9.0891,2.289639,-2.46208,Sit
-9.067544,2.282454,-2.4525,Sit
-9.072334,2.280059,-2.464475,Sit
-9.086704,2.294429,-2.48124,Sit
-9.093889,2.296824,-2.47645,Sit
-9.0891,2.277664,-2.44292,Sit
-9.08431,2.282454,-2.450105,Sit
-9.120234,2.284849,-2.43813,Sit
-9.125025,2.248924,-2.454895,Sit
-9.14179,2.251318,-2.464475,Sit
-9.134604,2.244133,-2.450105,Sit
-9.125025,2.222578,-2.42855,Sit
-9.12263,2.232158,-2.454895,Sit
-9.127419,2.232158,-2.44292,Sit
-9.144185,2.253713,-2.450105,Sit
-9.16095,2.253713,-2.440525,Sit
-9.11784,2.258503,-2.46687,Sit
-9.081915,2.241738,-2.48603,Sit
-9.062755,2.246528,-2.49082,Sit
-9.072334,2.256109,-2.493215,Sit
-9.077125,2.296824,-2.517166,Sit
-9.067544,2.301614,-2.526746,Sit
-9.053174,2.287244,-2.502795,Sit
-9.06994,2.287244,-2.509981,Sit
-9.086704,2.294429,-2.498005,Sit
-9.115445,2.265689,-2.483635,Sit
-9.11784,2.241738,-2.493215,Sit
-9.11305,2.270479,-2.48124,Sit
-9.086704,2.292034,-2.450105,Sit
-9.105865,2.263294,-2.47166,Sit
-9.11305,2.239343,-2.488425,Sit
-9.09868,2.248924,-2.47166,Sit
-9.127419,2.282454,-2.469265,Sit
-9.125025,2.292034,-2.45729,Sit
-9.11784,2.289639,-2.464475,Sit
-9.11305,2.299219,-2.46208,Sit
-9.13221,2.287244,-2.454895,Sit
-9.139395,2.272874,-2.459685,Sit
-9.12263,2.258503,-2.464475,Sit
-9.096285,2.292034,-2.47166,Sit
-9.101074,2.320774,-2.493215,Sit
-9.096285,2.320774,-2.502795,Sit
-9.06994,2.306404,-2.531536,Sit
-9.043594,2.287244,-2.519561,Sit
-9.065149,2.294429,-2.512376,Sit
-9.086704,2.315984,-2.524351,Sit
-9.101074,2.320774,-2.526746,Sit
-9.0891,2.296824,-2.498005,Sit
-9.08431,2.311194,-2.488425,Sit
-9.077125,2.323169,-2.505191,Sit
-9.08431,2.347119,-2.521956,Sit
-9.077125,2.337539,-2.529141,Sit
-9.067544,2.301614,-2.541116,Sit
-9.045989,2.308799,-2.541116,Sit
-9.048384,2.292034,-2.553091,Sit
-9.062755,2.289639,-2.533931,Sit
-9.062755,2.287244,-2.536326,Sit
-9.067544,2.299219,-2.541116,Sit
-9.067544,2.301614,-2.557881,Sit
-9.072334,2.306404,-2.529141,Sit
-9.079519,2.280059,-2.526746,Sit
-9.06994,2.260899,-2.505191,Sit
-9.081915,2.260899,-2.498005,Sit
-9.096285,2.258503,-2.512376,Sit
-9.120234,2.270479,-2.493215,Sit
-9.125025,2.275269,-2.48124,Sit
-9.120234,2.284849,-2.46687,Sit
-9.105865,2.294429,-2.474055,Sit
-9.096285,2.304009,-2.483635,Sit
-9.10347,2.292034,-2.49082,Sit
-9.110655,2.277664,-2.505191,Sit
-9.115445,2.289639,-2.469265,Sit
-9.105865,2.304009,-2.469265,Sit
-9.0891,2.311194,-2.498005,Sit
-9.086704,2.299219,-2.498005,Sit
-9.077125,2.301614,-2.512376,Sit
-9.093889,2.296824,-2.519561,Sit
-9.110655,2.301614,-2.48603,Sit
-9.101074,2.301614,-2.483635,Sit
-9.074729,2.294429,-2.493215,Sit
-9.072334,2.292034,-2.478845,Sit
-9.091495,2.270479,-2.469265,Sit
-9.105865,2.282454,-2.493215,Sit
-9.096285,2.294429,-2.500401,Sit
-9.08431,2.256109,-2.48124,Sit
-9.081915,2.244133,-2.48603,Sit
-9.086704,2.253713,-2.46687,Sit
-9.127419,2.253713,-2.464475,Sit
-9.14658,2.258503,-2.445315,Sit
-9.13221,2.248924,-2.426155,Sit
-9.127419,2.265689,-2.402205,Sit
-9.127419,2.272874,-2.41897,Sit
-9.12263,2.260899,-2.4525,Sit
-9.134604,2.251318,-2.42855,Sit
-9.12263,2.280059,-2.406995,Sit
-9.125025,2.270479,-2.41897,Sit
-9.105865,2.275269,-2.397415,Sit
-9.091495,2.289639,-2.430945,Sit
-9.129815,2.308799,-2.426155,Sit
-9.11784,2.308799,-2.426155,Sit
-9.101074,2.304009,-2.430945,Sit
-9.0891,2.270479,-2.464475,Sit
-9.074729,2.251318,-2.459685,Sit
-9.0891,2.251318,-2.43813,Sit
-9.12263,2.241738,-2.43334,Sit
-9.15137,2.246528,-2.430945,Sit
-9.129815,2.248924,-2.426155,Sit
-9.110655,2.232158,-2.39502,Sit
-9.12263,2.227368,-2.39502,Sit
-9.14658,2.220183,-2.402205,Sit
-9.16574,2.220183,-2.375859,Sit
-9.15616,2.241738,-2.354304,Sit
-9.144185,2.268084,-2.38544,Sit
-9.139395,2.294429,-2.378254,Sit
-9.129815,2.289639,-2.371069,Sit
-9.12263,2.284849,-2.373464,Sit
-9.11305,2.268084,-2.383044,Sit
-9.127419,2.284849,-2.383044,Sit
-9.13221,2.282454,-2.373464,Sit
-9.134604,2.284849,-2.383044,Sit
-9.120234,2.268084,-2.39502,Sit
-9.13221,2.268084,-2.39023,Sit
-9.14658,2.282454,-2.373464,Sit
-9.12263,2.270479,-2.375859,Sit
-9.125025,2.241738,-2.39023,Sit
-9.125025,2.232158,-2.39981,Sit
-9.110655,2.251318,-2.397415,Sit
-9.11305,2.258503,-2.375859,Sit
-9.11305,2.301614,-2.366279,Sit
-9.11784,2.313589,-2.371069,Sit
-9.13221,2.325564,-2.378254,Sit
-9.14658,2.289639,-2.363884,Sit
-9.11784,2.263294,-2.38544,Sit
-9.12263,2.248924,-2.39981,Sit
-9.125025,2.227368,-2.387835,Sit
-9.110655,2.234553,-2.38544,Sit
-9.115445,2.222578,-2.39981,Sit
-9.108259,2.239343,-2.397415,Sit
-9.139395,2.256109,-2.359094,Sit
-9.15137,2.263294,-2.344724,Sit
-9.134604,2.248924,-2.373464,Sit
-9.13221,2.239343,-2.349514,Sit
-9.137,2.224973,-2.356699,Sit
-9.127419,2.236948,-2.373464,Sit
-9.15137,2.270479,-2.327959,Sit
-9.175321,2.265689,-2.313589,Sit
-9.17053,2.260899,-2.315984,Sit
-9.153765,2.248924,-2.313589,Sit
-9.15616,2.263294,-2.296824,Sit
-9.14658,2.263294,-2.320774,Sit
-9.16095,2.270479,-2.313589,Sit
-9.16095,2.268084,-2.292034,Sit
-9.14658,2.232158,-2.323169,Sit
-9.15616,2.224973,-2.323169,Sit
-9.148975,2.256109,-2.306404,Sit
-9.16574,2.251318,-2.330354,Sit
-9.153765,2.239343,-2.323169,Sit
-9.144185,2.251318,-2.342329,Sit
-9.137,2.258503,-2.325564,Sit
-9.14179,2.272874,-2.318379,Sit
-9.14179,2.256109,-2.318379,Sit
-9.15616,2.246528,-2.344724,Sit
-9.15137,2.239343,-2.335144,Sit
-9.158555,2.253713,-2.320774,Sit
-9.17053,2.256109,-2.330354,Sit
-9.15137,2.232158,-2.330354,Sit
-9.148975,2.227368,-2.342329,Sit
-9.148975,2.232158,-2.339934,Sit
-9.153765,2.241738,-2.339934,Sit
-9.158555,2.248924,-2.347119,Sit
-9.153765,2.282454,-2.344724,Sit
-9.14179,2.292034,-2.359094,Sit
-9.14658,2.292034,-2.366279,Sit
-9.139395,2.263294,-2.373464,Sit
-9.115445,2.256109,-2.387835,Sit
-9.093889,2.284849,-2.402205,Sit
-9.108259,2.294429,-2.421365,Sit
-9.115445,2.306404,-2.42855,Sit
-9.08431,2.277664,-2.445315,Sit
-9.08431,2.263294,-2.430945,Sit
-9.074729,2.260899,-2.44292,Sit
-9.0891,2.270479,-2.43813,Sit
-9.137,2.277664,-2.41897,Sit
-9.127419,2.260899,-2.430945,Sit
-9.120234,2.263294,-2.406995,Sit
-9.115445,2.251318,-2.41418,Sit
-9.134604,2.256109,-2.42855,Sit
-9.14179,2.244133,-2.421365,Sit
-9.14179,2.229763,-2.402205,Sit
-9.12263,2.236948,-2.41897,Sit
-9.11784,2.258503,-2.4046,Sit
-9.105865,2.270479,-2.43334,Sit
-9.12263,2.263294,-2.43813,Sit
-9.115445,2.272874,-2.43334,Sit
-9.096285,2.284849,-2.440525,Sit
-9.105865,2.272874,-2.4525,Sit
-9.0891,2.260899,-2.454895,Sit
-9.09868,2.289639,-2.474055,Sit
-9.09868,2.260899,-2.45729,Sit
-9.091495,2.236948,-2.459685,Sit
-9.091495,2.224973,-2.4525,Sit
-9.081915,2.244133,-2.43813,Sit
-9.110655,2.263294,-2.426155,Sit
-9.148975,2.265689,-2.430945,Sit
-9.17053,2.234553,-2.42855,Sit
-9.148975,2.232158,-2.43813,Sit
-9.108259,2.263294,-2.41418,Sit
-9.09868,2.260899,-2.411785,Sit
-9.134604,2.263294,-2.421365,Sit
-9.129815,2.263294,-2.421365,Sit
-9.127419,2.251318,-2.43813,Sit
-9.120234,2.256109,-2.450105,Sit
-9.12263,2.260899,-2.450105,Sit
-9.12263,2.248924,-2.450105,Sit
-9.127419,2.248924,-2.445315,Sit
-9.10347,2.251318,-2.46208,Sit
-9.105865,2.275269,-2.454895,Sit
-9.096285,2.280059,-2.43334,Sit
-9.074729,2.263294,-2.454895,Sit
-9.091495,2.244133,-2.464475,Sit
-9.10347,2.251318,-2.44771,Sit
-9.110655,2.229763,-2.454895,Sit
-9.105865,2.239343,-2.440525,Sit
-9.137,2.282454,-2.421365,Sit
-9.134604,2.265689,-2.426155,Sit
-9.110655,2.234553,-2.411785,Sit
-9.079519,2.217788,-2.40939,Sit
-9.108259,2.272874,-2.411785,Sit
-9.16095,2.275269,-2.4046,Sit
-9.148975,2.268084,-2.39023,Sit
-9.137,2.232158,-2.366279,Sit
-9.134604,2.203418,-2.4046,Sit
-9.137,2.246528,-2.38065,Sit
-9.177715,2.251318,-2.371069,Sit
-9.172925,2.239343,-2.347119,Sit
-9.175321,2.236948,-2.337539,Sit
-9.153765,2.220183,-2.371069,Sit
-9.120234,2.241738,-2.378254,Sit
-9.14658,2.244133,-2.383044,Sit
-9.15616,2.260899,-2.373464,Sit
-9.13221,2.287244,-2.38544,Sit
-9.105865,2.301614,-2.406995,Sit
-9.079519,2.308799,-2.39981,Sit
-9.077125,2.311194,-2.41418,Sit
-9.065149,2.335144,-2.41418,Sit
-9.09868,2.308799,-2.416575,Sit
-9.093889,2.306404,-2.421365,Sit
-9.108259,2.301614,-2.43334,Sit
-9.11305,2.287244,-2.4046,Sit
-9.110655,2.253713,-2.39502,Sit
-9.11305,2.232158,-2.397415,Sit
-9.108259,2.224973,-2.387835,Sit
-9.139395,2.251318,-2.387835,Sit
-9.137,2.260899,-2.38544,Sit
-9.120234,2.258503,-2.354304,Sit
-9.129815,2.268084,-2.378254,Sit
-9.137,2.268084,-2.387835,Sit
-9.14179,2.265689,-2.373464,Sit
-9.139395,2.280059,-2.368675,Sit
-9.139395,2.263294,-2.366279,Sit
-9.134604,2.251318,-2.354304,Sit
-9.15137,2.260899,-2.332749,Sit
-9.16095,2.258503,-2.325564,Sit
-9.163345,2.263294,-2.325564,Sit
-9.168135,2.263294,-2.325564,Sit
-9.16574,2.241738,-2.306404,Sit
-9.172925,2.253713,-2.313589,Sit
-9.172925,2.244133,-2.339934,Sit
-9.13221,2.244133,-2.356699,Sit
-9.10347,2.258503,-2.361489,Sit
-9.10347,2.280059,-2.371069,Sit
-9.10347,2.282454,-2.38544,Sit
-9.105865,2.280059,-2.39981,Sit
-9.108259,2.265689,-2.383044,Sit
-9.14658,2.239343,-2.361489,Sit
-9.153765,2.239343,-2.351909,Sit
-9.13221,2.246528,-2.330354,Sit
-9.13221,2.256109,-2.323169,Sit
-9.13221,2.320774,-2.351909,Sit
-9.079519,2.368675,-2.311194,Sit
-9.065149,2.351909,-2.292034,Sit
-9.110655,2.349514,-2.337539,Sit
-9.129815,2.268084,-2.327959,Sit
-9.17053,2.208208,-2.268084,Sit
-9.22801,2.181863,-2.280059,Sit
-9.268726,2.181863,-2.263294,Sit
-9.242381,2.217788,-2.239343,Sit
-9.211246,2.201023,-2.232158,Sit
-9.204061,2.160308,-2.251318,Sit
-9.208851,2.155518,-2.280059,Sit
-9.16574,2.189048,-2.258503,Sit
-9.134604,2.241738,-2.287244,Sit
-9.127419,2.277664,-2.318379,Sit
-9.129815,2.325564,-2.332749,Sit
-9.09868,2.366279,-2.339934,Sit
-9.050779,2.363884,-2.354304,Sit
-9.065149,2.344724,-2.349514,Sit
-9.108259,2.332749,-2.323169,Sit
-9.158555,2.327959,-2.325564,Sit
-9.15616,2.282454,-2.304009,Sit
-9.144185,2.215393,-2.287244,Sit
-9.158555,2.165098,-2.270479,Sit
-9.196876,2.162703,-2.258503,Sit
-9.187295,2.177073,-2.244133,Sit
-9.19927,2.186653,-2.256109,Sit
-9.18011,2.203418,-2.260899,Sit
-9.163345,2.220183,-2.246528,Sit
-9.192085,2.265689,-2.258503,Sit
-9.19448,2.296824,-2.256109,Sit
-9.16574,2.335144,-2.260899,Sit
-9.14179,2.323169,-2.263294,Sit
-9.16574,2.318379,-2.277664,Sit
-9.172925,2.289639,-2.260899,Sit
-9.17053,2.253713,-2.244133,Sit
-9.144185,2.229763,-2.275269,Sit
-9.125025,2.205813,-2.287244,Sit
-9.129815,2.186653,-2.275269,Sit
-9.15137,2.212998,-2.270479,Sit
-9.153765,2.229763,-2.265689,Sit
-9.158555,2.277664,-2.272874,Sit
-9.144185,2.294429,-2.253713,Sit
-9.144185,2.277664,-2.246528,Sit
-9.163345,2.289639,-2.244133,Sit
-9.196876,2.268084,-2.232158,Sit
-9.1849,2.268084,-2.215393,Sit
-9.1849,2.253713,-2.229763,Sit
-9.196876,2.239343,-2.189048,Sit
-9.189691,2.215393,-2.172283,Sit
-9.21364,2.208208,-2.193838,Sit
-9.19927,2.198628,-2.191443,Sit
-9.192085,2.227368,-2.160308,Sit
-9.216036,2.253713,-2.157913,Sit
-9.189691,2.270479,-2.174678,Sit
-9.182506,2.246528,-2.174678,Sit
-9.16574,2.258503,-2.172283,Sit
-9.175321,2.282454,-2.169888,Sit
-9.196876,2.277664,-2.179468,Sit
-9.196876,2.272874,-2.181863,Sit
-9.19927,2.277664,-2.172283,Sit
-9.189691,2.253713,-2.165098,Sit
-9.189691,2.253713,-2.162703,Sit
-9.206455,2.227368,-2.157913,Sit
-9.204061,2.232158,-2.162703,Sit
-9.1849,2.244133,-2.157913,Sit
-9.187295,2.248924,-2.167493,Sit
-9.1849,2.253713,-2.181863,Sit
-9.158555,2.275269,-2.169888,Sit
-9.15137,2.270479,-2.179468,Sit
-9.168135,2.280059,-2.196233,Sit
-9.189691,2.292034,-2.184258,Sit
-9.187295,2.272874,-2.169888,Sit
-9.1849,2.246528,-2.186653,Sit
-9.19448,2.234553,-2.172283,Sit
-9.204061,2.244133,-2.162703,Sit
-9.2328,2.265689,-2.167493,Sit
-9.22801,2.258503,-2.157913,Sit
-9.230406,2.246528,-2.165098,Sit
-9.22801,2.234553,-2.174678,Sit
-9.206455,2.263294,-2.203418,Sit
-9.16095,2.251318,-2.212998,Sit
-9.16095,2.265689,-2.229763,Sit
-9.16095,2.280059,-2.253713,Sit
-9.15137,2.282454,-2.253713,Sit
-9.14179,2.299219,-2.256109,Sit
-9.144185,2.289639,-2.282454,Sit
-9.127419,2.301614,-2.275269,Sit
-9.129815,2.299219,-2.287244,Sit
-9.134604,2.311194,-2.292034,Sit
-9.139395,2.289639,-2.299219,Sit
-9.137,2.287244,-2.313589,Sit
-9.139395,2.272874,-2.320774,Sit
-9.129815,2.244133,-2.315984,Sit
-9.120234,2.215393,-2.330354,Sit
-9.0891,2.208208,-2.339934,Sit
-9.108259,2.220183,-2.315984,Sit
-9.148975,2.244133,-2.292034,Sit
-9.175321,2.258503,-2.275269,Sit
-9.177715,2.256109,-2.277664,Sit
-9.15616,2.263294,-2.292034,Sit
-9.153765,2.246528,-2.275269,Sit
-9.177715,2.236948,-2.296824,Sit
-9.175321,2.234553,-2.311194,Sit
-9.16574,2.232158,-2.299219,Sit
-9.158555,2.241738,-2.304009,Sit
-9.15137,2.244133,-2.313589,Sit
-9.15137,2.222578,-2.296824,Sit
-9.172925,2.236948,-2.299219,Sit
-9.192085,2.244133,-2.296824,Sit
-9.1849,2.241738,-2.315984,Sit
-9.129815,2.229763,-2.299219,Sit
-9.127419,2.234553,-2.315984,Sit
-9.16574,2.236948,-2.332749,Sit
-9.17053,2.248924,-2.337539,Sit
-9.144185,2.248924,-2.332749,Sit
-9.127419,2.248924,-2.320774,Sit
-9.14179,2.246528,-2.315984,Sit
-9.14658,2.241738,-2.301614,Sit
-9.172925,2.234553,-2.304009,Sit
-9.18011,2.244133,-2.315984,Sit
-9.14179,2.246528,-2.318379,Sit
-9.137,2.244133,-2.320774,Sit
-9.153765,2.248924,-2.342329,Sit
-9.144185,2.260899,-2.347119,Sit
-9.127419,2.241738,-2.344724,Sit
-9.11305,2.253713,-2.349514,Sit
-9.11784,2.251318,-2.366279,Sit
-9.13221,2.234553,-2.378254,Sit
-9.129815,2.232158,-2.366279,Sit
-9.127419,2.234553,-2.349514,Sit
-9.120234,2.248924,-2.332749,Sit
-9.127419,2.251318,-2.313589,Sit
-9.153765,2.256109,-2.315984,Sit
-9.16095,2.282454,-2.335144,Sit
-9.17053,2.282454,-2.311194,Sit
-9.15616,2.234553,-2.301614,Sit
-9.137,2.227368,-2.325564,Sit
-9.15137,2.227368,-2.335144,Sit
-9.153765,2.215393,-2.330354,Sit
-9.158555,2.229763,-2.327959,Sit
-9.158555,2.236948,-2.294429,Sit
-9.153765,2.253713,-2.289639,Sit
-9.172925,2.265689,-2.311194,Sit
-9.16095,2.265689,-2.280059,Sit
-9.175321,2.270479,-2.270479,Sit
-9.182506,2.284849,-2.277664,Sit
-9.172925,2.292034,-2.280059,Sit
-9.144185,2.282454,-2.301614,Sit
-9.129815,2.248924,-2.280059,Sit
-9.125025,2.236948,-2.296824,Sit
-9.129815,2.232158,-2.323169,Sit
-9.139395,2.241738,-2.323169,Sit
-9.14179,2.232158,-2.296824,Sit
-9.13221,2.224973,-2.313589,Sit
-9.13221,2.234553,-2.294429,Sit
-9.15616,2.260899,-2.289639,Sit
-9.177715,2.246528,-2.260899,Sit
-9.189691,2.239343,-2.248924,Sit
-9.19448,2.234553,-2.260899,Sit
-9.189691,2.244133,-2.258503,Sit
-9.211246,2.253713,-2.239343,Sit
-9.201666,2.236948,-2.236948,Sit
-9.172925,2.215393,-2.258503,Sit
-9.182506,2.220183,-2.246528,Sit
-9.192085,2.244133,-2.234553,Sit
-9.19448,2.239343,-2.260899,Sit
-9.175321,2.227368,-2.268084,Sit
-9.15137,2.232158,-2.265689,Sit
-9.15137,2.232158,-2.275269,Sit
-9.144185,2.234553,-2.287244,Sit
-9.15137,2.268084,-2.294429,Sit
-9.15616,2.287244,-2.292034,Sit
-9.144185,2.304009,-2.289639,Sit
-9.13221,2.280059,-2.301614,Sit
-9.11784,2.287244,-2.296824,Sit
-9.137,2.272874,-2.308799,Sit
-9.134604,2.248924,-2.306404,Sit
-9.129815,2.239343,-2.304009,Sit
-9.163345,2.236948,-2.315984,Sit
-9.163345,2.236948,-2.294429,Sit
-9.15616,2.232158,-2.301614,Sit
-9.14179,2.236948,-2.332749,Sit
-9.134604,2.241738,-2.318379,Sit
-9.139395,2.260899,-2.292034,Sit
-9.134604,2.256109,-2.304009,Sit
-9.134604,2.253713,-2.311194,Sit
-9.125025,2.265689,-2.311194,Sit
-9.148975,2.239343,-2.304009,Sit
-9.17053,2.248924,-2.275269,Sit
-9.16574,2.215393,-2.277664,Sit
-9.153765,2.196233,-2.284849,Sit
-9.137,2.203418,-2.282454,Sit
-9.15616,2.229763,-2.277664,Sit
-9.192085,2.239343,-2.253713,Sit
-9.19448,2.236948,-2.251318,Sit
-9.189691,2.251318,-2.265689,Sit
-9.182506,2.239343,-2.265689,Sit
-9.158555,2.239343,-2.260899,Sit
-9.148975,2.251318,-2.272874,Sit
-9.16574,2.253713,-2.270479,Sit
-9.163345,2.280059,-2.272874,Sit
-9.148975,2.275269,-2.299219,Sit
-9.125025,2.248924,-2.277664,Sit
-9.134604,2.256109,-2.280059,Sit
-9.14179,2.284849,-2.280059,Sit
-9.14658,2.260899,-2.268084,Sit
-9.172925,2.256109,-2.263294,Sit
-9.175321,2.239343,-2.256109,Sit
-9.18011,2.232158,-2.263294,Sit
-9.177715,2.227368,-2.256109,Sit
-9.1849,2.222578,-2.248924,Sit
-9.177715,2.220183,-2.256109,Sit
-9.177715,2.227368,-2.251318,Sit
-9.172925,2.220183,-2.260899,Sit
-9.158555,2.222578,-2.246528,Sit
-9.16574,2.244133,-2.244133,Sit
-9.172925,2.241738,-2.258503,Sit
-9.175321,2.244133,-2.268084,Sit
-9.18011,2.256109,-2.239343,Sit
-9.17053,2.260899,-2.248924,Sit
-9.158555,2.246528,-2.256109,Sit
-9.153765,2.251318,-2.248924,Sit
-9.18011,2.253713,-2.241738,Sit
-9.196876,2.258503,-2.224973,Sit
-9.187295,2.248924,-2.215393,Sit
-9.192085,2.232158,-2.224973,Sit
-9.21364,2.217788,-2.224973,Sit
-9.204061,2.220183,-2.229763,Sit
-9.19448,2.210603,-2.220183,Sit
-9.18011,2.236948,-2.227368,Sit
-9.172925,2.248924,-2.229763,Sit
-9.172925,2.244133,-2.239343,Sit
-9.168135,2.270479,-2.234553,Sit
-9.16574,2.270479,-2.234553,Sit
-9.15137,2.244133,-2.232158,Sit
-9.15137,2.234553,-2.232158,Sit
-9.14179,2.234553,-2.227368,Sit
-9.175321,2.232158,-2.229763,Sit
-9.187295,2.301614,-2.234553,Sit
-9.15616,2.306404,-2.217788,Sit
-9.15616,2.234553,-2.184258,Sit
-9.15137,2.212998,-2.174678,Sit
-9.196876,2.222578,-2.155518,Sit
-9.256751,2.248924,-2.124382,Sit
-9.275911,2.215393,-2.131567,Sit
-9.280701,2.217788,-2.098037,Sit
-9.263936,2.234553,-2.098037,Sit
-9.230406,2.208208,-2.110012,Sit
-9.201666,2.201023,-2.100432,Sit
-9.21364,2.203418,-2.117197,Sit
-9.2328,2.229763,-2.102827,Sit
-9.242381,2.239343,-2.129173,Sit
-9.208851,2.244133,-2.162703,Sit
-9.177715,2.244133,-2.145938,Sit
-9.172925,2.248924,-2.157913,Sit
-9.177715,2.284849,-2.174678,Sit
-9.19448,2.289639,-2.169888,Sit
-9.182506,2.263294,-2.169888,Sit
-9.139395,2.265689,-2.174678,Sit
-9.14658,2.280059,-2.203418,Sit
-9.16095,2.277664,-2.193838,Sit
-9.15616,2.284849,-2.174678,Sit
-9.158555,2.251318,-2.179468,Sit
-9.18011,2.236948,-2.155518,Sit
-9.187295,2.260899,-2.148333,Sit
-9.206455,2.251318,-2.143543,Sit
-9.22801,2.234553,-2.136358,Sit
-9.2328,2.246528,-2.141148,Sit
-9.22801,2.234553,-2.124382,Sit
-9.2328,2.229763,-2.117197,Sit
-9.230406,2.203418,-2.141148,Sit
-9.218431,2.208208,-2.148333,Sit
-9.211246,2.232158,-2.148333,Sit
-9.204061,2.258503,-2.145938,Sit
-9.19448,2.277664,-2.153123,Sit
-9.182506,2.272874,-2.172283,Sit
-9.1849,2.263294,-2.162703,Sit
-9.201666,2.270479,-2.172283,Sit
-9.201666,2.289639,-2.172283,Sit
-9.175321,2.280059,-2.181863,Sit
-9.177715,2.251318,-2.208208,Sit
-9.16095,2.236948,-2.220183,Sit
-9.168135,2.256109,-2.198628,Sit
-9.187295,2.277664,-2.196233,Sit
-9.19448,2.275269,-2.208208,Sit
-9.187295,2.265689,-2.212998,Sit
-9.158555,2.268084,-2.217788,Sit
-9.15137,2.253713,-2.234553,Sit
-9.148975,2.246528,-2.244133,Sit
-9.15137,2.280059,-2.236948,Sit
-9.18011,2.284849,-2.253713,Sit
-9.175321,2.284849,-2.270479,Sit
-9.163345,2.275269,-2.263294,Sit
-9.148975,2.265689,-2.253713,Sit
-9.148975,2.292034,-2.272874,Sit
-9.15616,2.287244,-2.253713,Sit
-9.1849,2.256109,-2.270479,Sit
-9.15616,2.220183,-2.301614,Sit
-9.120234,2.224973,-2.306404,Sit
-9.11305,2.251318,-2.323169,Sit
-9.134604,2.277664,-2.315984,Sit
-9.144185,2.284849,-2.332749,Sit
-9.11784,2.268084,-2.327959,Sit
-9.11784,2.265689,-2.330354,Sit
-9.13221,2.280059,-2.332749,Sit
-9.148975,2.282454,-2.337539,Sit
-9.13221,2.256109,-2.347119,Sit
-9.12263,2.241738,-2.347119,Sit
-9.134604,2.277664,-2.337539,Sit
-9.129815,2.280059,-2.337539,Sit
-9.120234,2.265689,-2.354304,Sit
-9.125025,2.246528,-2.354304,Sit
-9.13221,2.260899,-2.356699,Sit
-9.15616,2.275269,-2.359094,Sit
-9.163345,2.270479,-2.344724,Sit
-9.148975,2.239343,-2.371069,Sit
-9.14658,2.239343,-2.371069,Sit
-9.108259,2.224973,-2.366279,Sit
-9.12263,2.275269,-2.383044,Sit
-9.125025,2.299219,-2.40939,Sit
-9.096285,2.272874,-2.411785,Sit
-9.101074,2.239343,-2.4046,Sit
-9.093889,2.270479,-2.421365,Sit
-9.096285,2.292034,-2.421365,Sit
-9.079519,2.306404,-2.42376,Sit
-9.0891,2.289639,-2.440525,Sit
-9.101074,2.272874,-2.44771,Sit
