X,Y,Z,Activity
-0.711321,-9.642349,1.556763,Stand
-0.711321,-9.630374,1.597478,Stand
-0.735271,-9.606423,1.578318,Stand
-0.775986,-9.613608,1.554368,Stand
-0.773591,-9.625584,1.568738,Stand
-0.775986,-9.606423,1.547183,Stand
-0.795147,-9.608819,1.559158,Stand
-0.809517,-9.635164,1.537603,Stand
-0.809517,-9.611214,1.516047,Stand
-0.799937,-9.601634,1.551973,Stand
-0.804727,-9.608819,1.619033,Stand
-0.775986,-9.606423,1.607058,Stand
-0.773591,-9.620794,1.549578,Stand
-0.749641,-9.639954,1.542393,Stand
-0.744851,-9.635164,1.559158,Stand
-0.756826,-9.606423,1.583108,Stand
-0.766406,-9.601634,1.580713,Stand
-0.785566,-9.620794,1.559158,Stand
-0.804727,-9.618399,1.556763,Stand
-0.814307,-9.613608,1.583108,Stand
-0.833467,-9.594449,1.568738,Stand
-0.840652,-9.611214,1.573528,Stand
-0.845442,-9.623189,1.599873,Stand
-0.804727,-9.618399,1.592688,Stand
-0.759221,-9.608819,1.539998,Stand
-0.718506,-9.627979,1.525627,Stand
-0.704136,-9.637559,1.561553,Stand
-0.730481,-9.627979,1.590293,Stand
-0.785566,-9.611214,1.566343,Stand
-0.838257,-9.601634,1.568738,Stand
-0.857417,-9.611214,1.583108,Stand
-0.823887,-9.630374,1.580713,Stand
-0.814307,-9.599238,1.595083,Stand
-0.799937,-9.599238,1.609453,Stand
-0.783171,-9.616004,1.650169,Stand
-0.742456,-9.616004,1.645378,Stand
-0.744851,-9.599238,1.609453,Stand
-0.802332,-9.592053,1.592688,Stand
-0.881367,-9.592053,1.607058,Stand
-0.902922,-9.599238,1.590293,Stand
-0.833467,-9.625584,1.559158,Stand
-0.744851,-9.632769,1.530418,Stand
-0.673001,-9.637559,1.528023,Stand
-0.668211,-9.625584,1.587898,Stand
-0.670605,-9.599238,1.650169,Stand
-0.718506,-9.584868,1.647774,Stand
-0.780776,-9.608819,1.590293,Stand
-0.862207,-9.601634,1.573528,Stand
-0.914898,-9.616004,1.559158,Stand
-0.886157,-9.623189,1.549578,Stand
-0.787961,-9.616004,1.578318,Stand
-0.725691,-9.627979,1.607058,Stand
-0.692161,-9.625584,1.587898,Stand
-0.720901,-9.599238,1.626218,Stand
-0.761616,-9.587264,1.645378,Stand
-0.807122,-9.604029,1.611848,Stand
-0.819097,-9.616004,1.561553,Stand
-0.835862,-9.618399,1.542393,Stand
-0.804727,-9.604029,1.563948,Stand
-0.775986,-9.608819,1.587898,Stand
-0.737666,-9.623189,1.578318,Stand
-0.708926,-9.618399,1.563948,Stand
-0.756826,-9.596844,1.587898,Stand
-0.799937,-9.606423,1.623823,Stand
-0.819097,-9.613608,1.621428,Stand
-0.831072,-9.599238,1.563948,Stand
-0.785566,-9.599238,1.518442,Stand
-0.725691,-9.637559,1.544788,Stand
-0.699346,-9.64714,1.549578,Stand
-0.723296,-9.620794,1.573528,Stand
-0.742456,-9.608819,1.602268,Stand
-0.809517,-9.606423,1.640588,Stand
-0.871787,-9.592053,1.638193,Stand
-0.898132,-9.577683,1.580713,Stand
-0.902922,-9.601634,1.551973,Stand
-0.869392,-9.616004,1.559158,Stand
-0.816702,-9.611214,1.578318,Stand
-0.764011,-9.630374,1.573528,Stand
-0.716111,-9.632769,1.561553,Stand
-0.713716,-9.625584,1.580713,Stand
-0.783171,-9.599238,1.599873,Stand
-0.845442,-9.599238,1.599873,Stand
-0.874182,-9.606423,1.578318,Stand
-0.840652,-9.630374,1.537603,Stand
-0.787961,-9.632769,1.487307,Stand
-0.749641,-9.618399,1.532813,Stand
-0.706531,-9.637559,1.554368,Stand
-0.673001,-9.632769,1.575923,Stand
-0.684976,-9.580078,1.551973,Stand
-0.725691,-9.601634,1.580713,Stand
-0.749641,-9.627979,1.561553,Stand
-0.778381,-9.64714,1.511257,Stand
-0.804727,-9.642349,1.492097,Stand
-0.826282,-9.608819,1.506467,Stand
-0.835862,-9.587264,1.578318,Stand
-0.802332,-9.599238,1.599873,Stand
-0.742456,-9.651929,1.571133,Stand
-0.675396,-9.625584,1.532813,Stand
-0.641865,-9.639954,1.520837,Stand
-0.670605,-9.637559,1.511257,Stand
-0.732876,-9.620794,1.535208,Stand
-0.814307,-9.611214,1.518442,Stand
-0.864602,-9.616004,1.528023,Stand
-0.893342,-9.604029,1.566343,Stand
-0.871787,-9.594449,1.573528,Stand
-0.809517,-9.599238,1.566343,Stand
-0.716111,-9.616004,1.563948,Stand
-0.668211,-9.64714,1.547183,Stand
-0.675396,-9.642349,1.578318,Stand
-0.706531,-9.625584,1.590293,Stand
-0.747246,-9.632769,1.566343,Stand
-0.790356,-9.625584,1.511257,Stand
-0.843047,-9.630374,1.496887,Stand
-0.876577,-9.620794,1.518442,Stand
-0.874182,-9.604029,1.578318,Stand
-0.850232,-9.608819,1.619033,Stand
-0.754431,-9.599238,1.619033,Stand
-0.694556,-9.608819,1.609453,Stand
-0.670605,-9.635164,1.609453,Stand
-0.713716,-9.623189,1.604663,Stand
-0.764011,-9.584868,1.554368,Stand
-0.814307,-9.594449,1.532813,Stand
-0.838257,-9.618399,1.499282,Stand
-0.840652,-9.64714,1.477727,Stand
-0.811912,-9.64714,1.506467,Stand
-0.742456,-9.639954,1.559158,Stand
-0.677791,-9.630374,1.611848,Stand
-0.646655,-9.594449,1.652564,Stand
-0.668211,-9.592053,1.638193,Stand
-0.742456,-9.592053,1.623823,Stand
-0.819097,-9.601634,1.587898,Stand
-0.866997,-9.592053,1.551973,Stand
-0.888552,-9.611214,1.535208,Stand
-0.823887,-9.620794,1.551973,Stand
-0.744851,-9.635164,1.573528,Stand
-0.699346,-9.637559,1.583108,Stand
-0.696951,-9.620794,1.590293,Stand
-0.723296,-9.601634,1.583108,Stand
-0.768801,-9.594449,1.616638,Stand
-0.826282,-9.618399,1.616638,Stand
-0.881367,-9.625584,1.549578,Stand
-0.855022,-9.618399,1.499282,Stand
-0.787961,-9.637559,1.532813,Stand
-0.754431,-9.611214,1.616638,Stand
-0.725691,-9.577683,1.633403,Stand
-0.730481,-9.599238,1.626218,Stand
-0.742456,-9.623189,1.626218,Stand
-0.735271,-9.620794,1.585503,Stand
-0.754431,-9.606423,1.542393,Stand
-0.809517,-9.611214,1.563948,Stand
-0.814307,-9.618399,1.587898,Stand
-0.768801,-9.618399,1.583108,Stand
-0.711321,-9.632769,1.587898,Stand
-0.708926,-9.606423,1.604663,Stand
-0.773591,-9.594449,1.621428,Stand
-0.828677,-9.599238,1.602268,Stand
-0.866997,-9.606423,1.585503,Stand
-0.881367,-9.608819,1.578318,Stand
-0.869392,-9.608819,1.583108,Stand
-0.840652,-9.596844,1.609453,Stand
-0.787961,-9.613608,1.623823,Stand
-0.775986,-9.601634,1.633403,Stand
-0.778381,-9.604029,1.602268,Stand
-0.811912,-9.611214,1.585503,Stand
-0.826282,-9.596844,1.604663,Stand
-0.819097,-9.623189,1.616638,Stand
-0.833467,-9.611214,1.590293,Stand
-0.821492,-9.608819,1.592688,Stand
-0.840652,-9.625584,1.599873,Stand
-0.852627,-9.616004,1.645378,Stand
-0.835862,-9.587264,1.666934,Stand
-0.819097,-9.625584,1.638193,Stand
-0.821492,-9.625584,1.578318,Stand
-0.816702,-9.604029,1.549578,Stand
-0.811912,-9.608819,1.628613,Stand
-0.804727,-9.611214,1.676514,Stand
-0.780776,-9.592053,1.623823,Stand
-0.816702,-9.584868,1.602268,Stand
-0.838257,-9.599238,1.642983,Stand
-0.840652,-9.594449,1.681304,Stand
-0.850232,-9.601634,1.623823,Stand
-0.816702,-9.627979,1.571133,Stand
-0.792751,-9.630374,1.547183,Stand
-0.773591,-9.611214,1.604663,Stand
-0.752036,-9.604029,1.633403,Stand
-0.778381,-9.601634,1.659749,Stand
-0.816702,-9.596844,1.659749,Stand
-0.866997,-9.584868,1.628613,Stand
-0.893342,-9.587264,1.571133,Stand
-0.862207,-9.611214,1.559158,Stand
-0.797542,-9.620794,1.585503,Stand
-0.749641,-9.599238,1.619033,Stand
-0.723296,-9.596844,1.642983,Stand
-0.687371,-9.604029,1.621428,Stand
-0.661025,-9.611214,1.623823,Stand
-0.701741,-9.606423,1.607058,Stand
-0.785566,-9.589659,1.609453,Stand
-0.828677,-9.616004,1.599873,Stand
-0.835862,-9.608819,1.568738,Stand
-0.790356,-9.604029,1.559158,Stand
-0.740061,-9.589659,1.621428,Stand
-0.749641,-9.606423,1.669329,Stand
-0.799937,-9.613608,1.645378,Stand
-0.797542,-9.572893,1.590293,Stand
-0.795147,-9.601634,1.611848,Stand
-0.761616,-9.623189,1.623823,Stand
-0.771196,-9.632769,1.599873,Stand
-0.802332,-9.604029,1.547183,Stand
-0.787961,-9.620794,1.547183,Stand
-0.723296,-9.616004,1.592688,Stand
-0.694556,-9.616004,1.626218,Stand
-0.704136,-9.632769,1.645378,Stand
-0.771196,-9.599238,1.626218,Stand
-0.821492,-9.560919,1.616638,Stand
-0.833467,-9.584868,1.628613,Stand
-0.826282,-9.606423,1.607058,Stand
-0.809517,-9.635164,1.542393,Stand
-0.802332,-9.625584,1.520837,Stand
-0.790356,-9.601634,1.568738,Stand
-0.797542,-9.599238,1.647774,Stand
-0.816702,-9.594449,1.681304,Stand
-0.819097,-9.604029,1.631008,Stand
-0.792751,-9.627979,1.571133,Stand
-0.790356,-9.630374,1.561553,Stand
-0.783171,-9.635164,1.573528,Stand
-0.797542,-9.630374,1.587898,Stand
-0.838257,-9.611214,1.587898,Stand
-0.843047,-9.599238,1.575923,Stand
-0.835862,-9.608819,1.614243,Stand
-0.828677,-9.596844,1.631008,Stand
-0.797542,-9.601634,1.607058,Stand
-0.787961,-9.606423,1.609453,Stand
-0.764011,-9.606423,1.597478,Stand
-0.744851,-9.630374,1.604663,Stand
-0.740061,-9.616004,1.590293,Stand
-0.737666,-9.592053,1.571133,Stand
-0.732876,-9.613608,1.583108,Stand
-0.759221,-9.644744,1.602268,Stand
-0.768801,-9.611214,1.561553,Stand
-0.780776,-9.594449,1.549578,Stand
-0.768801,-9.608819,1.590293,Stand
-0.749641,-9.616004,1.599873,Stand
-0.740061,-9.625584,1.566343,Stand
-0.723296,-9.651929,1.520837,Stand
-0.716111,-9.632769,1.516047,Stand
-0.756826,-9.601634,1.559158,Stand
-0.778381,-9.587264,1.599873,Stand
-0.811912,-9.592053,1.623823,Stand
-0.833467,-9.616004,1.604663,Stand
-0.809517,-9.620794,1.544788,Stand
-0.785566,-9.627979,1.537603,Stand
-0.795147,-9.616004,1.578318,Stand
-0.819097,-9.613608,1.592688,Stand
-0.826282,-9.618399,1.597478,Stand
-0.845442,-9.618399,1.566343,Stand
-0.840652,-9.613608,1.611848,Stand
-0.821492,-9.608819,1.626218,Stand
-0.799937,-9.620794,1.585503,Stand
-0.749641,-9.625584,1.561553,Stand
-0.752036,-9.616004,1.563948,Stand
-0.771196,-9.599238,1.587898,Stand
-0.787961,-9.599238,1.580713,Stand
-0.780776,-9.620794,1.578318,Stand
-0.764011,-9.616004,1.583108,Stand
-0.775986,-9.632769,1.583108,Stand
-0.759221,-9.623189,1.573528,Stand
-0.740061,-9.613608,1.566343,Stand
-0.737666,-9.623189,1.609453,Stand
-0.764011,-9.630374,1.614243,Stand
-0.811912,-9.623189,1.599873,Stand
-0.866997,-9.589659,1.578318,Stand
-0.890947,-9.575289,1.609453,Stand
-0.862207,-9.592053,1.597478,Stand
-0.795147,-9.611214,1.587898,Stand
-0.694556,-9.656719,1.556763,Stand
-0.6251,-9.651929,1.520837,Stand
-0.62031,-9.620794,1.563948,Stand
-0.680186,-9.606423,1.621428,Stand
-0.759221,-9.611214,1.623823,Stand
-0.823887,-9.606423,1.604663,Stand
-0.869392,-9.608819,1.566343,Stand
-0.878972,-9.608819,1.528023,Stand
-0.859812,-9.616004,1.571133,Stand
-0.795147,-9.608819,1.628613,Stand
-0.744851,-9.635164,1.621428,Stand
-0.732876,-9.644744,1.592688,Stand
-0.706531,-9.604029,1.578318,Stand
-0.735271,-9.594449,1.595083,Stand
-0.799937,-9.618399,1.566343,Stand
-0.823887,-9.625584,1.549578,Stand
-0.845442,-9.623189,1.525627,Stand
-0.833467,-9.599238,1.528023,Stand
-0.764011,-9.601634,1.575923,Stand
-0.689766,-9.613608,1.602268,Stand
-0.66342,-9.606423,1.597478,Stand
-0.641865,-9.601634,1.619033,Stand
-0.656235,-9.618399,1.619033,Stand
-0.723296,-9.620794,1.568738,Stand
-0.799937,-9.620794,1.544788,Stand
-0.823887,-9.644744,1.542393,Stand
-0.864602,-9.616004,1.539998,Stand
-0.883762,-9.601634,1.525627,Stand
-0.869392,-9.592053,1.573528,Stand
-0.780776,-9.608819,1.647774,Stand
-0.708926,-9.625584,1.664539,Stand
-0.66342,-9.623189,1.580713,Stand
-0.632285,-9.616004,1.539998,Stand
-0.668211,-9.616004,1.544788,Stand
-0.752036,-9.611214,1.559158,Stand
-0.828677,-9.601634,1.568738,Stand
-0.855022,-9.596844,1.575923,Stand
-0.852627,-9.577683,1.585503,Stand
-0.816702,-9.589659,1.597478,Stand
-0.790356,-9.611214,1.623823,Stand
-0.749641,-9.601634,1.631008,Stand
-0.735271,-9.601634,1.628613,Stand
-0.730481,-9.613608,1.590293,Stand
-0.768801,-9.623189,1.568738,Stand
-0.792751,-9.616004,1.554368,Stand
-0.823887,-9.594449,1.547183,Stand
-0.814307,-9.611214,1.556763,Stand
-0.775986,-9.623189,1.575923,Stand
-0.744851,-9.611214,1.583108,Stand
-0.720901,-9.599238,1.604663,Stand
-0.680186,-9.599238,1.614243,Stand
-0.701741,-9.623189,1.619033,Stand
-0.764011,-9.620794,1.602268,Stand
-0.823887,-9.606423,1.559158,Stand
-0.852627,-9.625584,1.547183,Stand
-0.838257,-9.632769,1.554368,Stand
-0.826282,-9.618399,1.578318,Stand
-0.835862,-9.601634,1.592688,Stand
-0.843047,-9.596844,1.626218,Stand
-0.816702,-9.589659,1.645378,Stand
-0.754431,-9.611214,1.616638,Stand
-0.749641,-9.618399,1.575923,Stand
-0.749641,-9.611214,1.587898,Stand
-0.771196,-9.599238,1.580713,Stand
-0.766406,-9.594449,1.590293,Stand
-0.773591,-9.608819,1.590293,Stand
-0.768801,-9.618399,1.602268,Stand
-0.771196,-9.604029,1.599873,Stand
-0.775986,-9.592053,1.616638,Stand
-0.783171,-9.604029,1.640588,Stand
-0.807122,-9.616004,1.607058,Stand
-0.821492,-9.608819,1.590293,Stand
-0.831072,-9.618399,1.571133,Stand
-0.816702,-9.599238,1.575923,Stand
-0.792751,-9.599238,1.607058,Stand
-0.764011,-9.606423,1.642983,Stand
-0.754431,-9.606423,1.607058,Stand
-0.761616,-9.604029,1.602268,Stand
-0.737666,-9.606423,1.614243,Stand
-0.720901,-9.606423,1.592688,Stand
-0.742456,-9.601634,1.580713,Stand
-0.732876,-9.599238,1.585503,Stand
-0.737666,-9.632769,1.590293,Stand
-0.749641,-9.613608,1.573528,Stand
-0.744851,-9.608819,1.599873,Stand
-0.780776,-9.620794,1.619033,Stand
-0.802332,-9.625584,1.626218,Stand
-0.819097,-9.592053,1.614243,Stand
-0.855022,-9.584868,1.599873,Stand
-0.850232,-9.618399,1.578318,Stand
-0.773591,-9.620794,1.578318,Stand
-0.728086,-9.618399,1.549578,Stand
-0.699346,-9.64714,1.539998,Stand
-0.694556,-9.642349,1.568738,Stand
-0.706531,-9.611214,1.609453,Stand
-0.759221,-9.594449,1.611848,Stand
-0.799937,-9.606423,1.611848,Stand
-0.826282,-9.606423,1.592688,Stand
-0.831072,-9.594449,1.604663,Stand
-0.785566,-9.601634,1.640588,Stand
-0.764011,-9.618399,1.647774,Stand
-0.706531,-9.577683,1.619033,Stand
-0.63947,-9.618399,1.580713,Stand
-0.627495,-9.692644,1.559158,Stand
-0.64905,-9.604029,1.525627,Stand
-0.797542,-9.577683,1.530418,Stand
-0.883762,-9.623189,1.554368,Stand
-0.900527,-9.627979,1.549578,Stand
-0.840652,-9.592053,1.568738,Stand
-0.735271,-9.606423,1.616638,Stand
-0.632285,-9.620794,1.619033,Stand
-0.59636,-9.616004,1.602268,Stand
-0.65863,-9.625584,1.609453,Stand
-0.699346,-9.606423,1.578318,Stand
-0.749641,-9.606423,1.520837,Stand
-0.809517,-9.620794,1.499282,Stand
-0.855022,-9.635164,1.566343,Stand
-0.881367,-9.613608,1.616638,Stand
-0.838257,-9.577683,1.611848,Stand
-0.764011,-9.616004,1.609453,Stand
-0.720901,-9.596844,1.592688,Stand
-0.699346,-9.627979,1.616638,Stand
-0.730481,-9.616004,1.602268,Stand
-0.696951,-9.616004,1.523232,Stand
-0.670605,-9.642349,1.475332,Stand
-0.661025,-9.649534,1.484912,Stand
-0.694556,-9.599238,1.501677,Stand
-0.780776,-9.604029,1.602268,Stand
-0.843047,-9.589659,1.678909,Stand
-0.809517,-9.568104,1.592688,Stand
-0.749641,-9.627979,1.506467,Stand
-0.735271,-9.675879,1.506467,Stand
-0.740061,-9.635164,1.528023,Stand
-0.742456,-9.611214,1.549578,Stand
-0.720901,-9.625584,1.520837,Stand
-0.740061,-9.616004,1.547183,Stand
-0.780776,-9.632769,1.571133,Stand
-0.783171,-9.627979,1.587898,Stand
-0.761616,-9.604029,1.556763,Stand
-0.759221,-9.613608,1.537603,Stand
-0.773591,-9.616004,1.573528,Stand
-0.752036,-9.608819,1.626218,Stand
-0.740061,-9.604029,1.638193,Stand
-0.735271,-9.582474,1.611848,Stand
-0.754431,-9.589659,1.597478,Stand
-0.771196,-9.618399,1.595083,Stand
-0.783171,-9.630374,1.597478,Stand
-0.778381,-9.625584,1.571133,Stand
-0.756826,-9.623189,1.559158,Stand
-0.783171,-9.606423,1.583108,Stand
-0.773591,-9.606423,1.599873,Stand
-0.742456,-9.611214,1.602268,Stand
-0.728086,-9.608819,1.595083,Stand
-0.706531,-9.599238,1.609453,Stand
-0.699346,-9.620794,1.580713,Stand
-0.706531,-9.611214,1.542393,Stand
-0.744851,-9.618399,1.551973,Stand
-0.761616,-9.608819,1.568738,Stand
-0.795147,-9.606423,1.611848,Stand
-0.821492,-9.592053,1.611848,Stand
-0.809517,-9.589659,1.621428,Stand
-0.778381,-9.616004,1.611848,Stand
-0.787961,-9.616004,1.623823,Stand
-0.761616,-9.618399,1.592688,Stand
-0.764011,-9.611214,1.566343,Stand
-0.761616,-9.623189,1.551973,Stand
-0.771196,-9.642349,1.544788,Stand
-0.764011,-9.623189,1.539998,Stand
-0.771196,-9.608819,1.585503,Stand
-0.790356,-9.604029,1.628613,Stand
-0.787961,-9.592053,1.671724,Stand
-0.785566,-9.596844,1.647774,Stand
-0.783171,-9.604029,1.607058,Stand
-0.759221,-9.606423,1.580713,Stand
-0.766406,-9.632769,1.602268,Stand
-0.759221,-9.642349,1.626218,Stand
-0.792751,-9.604029,1.592688,Stand
-0.814307,-9.601634,1.599873,Stand
-0.871787,-9.604029,1.638193,Stand
-0.847837,-9.606423,1.623823,Stand
-0.787961,-9.635164,1.595083,Stand
-0.737666,-9.642349,1.561553,Stand
-0.689766,-9.649534,1.563948,Stand
-0.677791,-9.613608,1.587898,Stand
-0.723296,-9.596844,1.616638,Stand
-0.821492,-9.584868,1.647774,Stand
-0.866997,-9.589659,1.642983,Stand
-0.871787,-9.584868,1.623823,Stand
-0.862207,-9.604029,1.616638,Stand
-0.778381,-9.64714,1.592688,Stand
-0.740061,-9.630374,1.602268,Stand
-0.708926,-9.616004,1.616638,Stand
-0.718506,-9.616004,1.674119,Stand
-0.725691,-9.608819,1.681304,Stand
-0.747246,-9.601634,1.623823,Stand
-0.828677,-9.623189,1.631008,Stand
-0.874182,-9.627979,1.604663,Stand
-0.886157,-9.594449,1.616638,Stand
-0.881367,-9.618399,1.652564,Stand
-0.768801,-9.608819,1.657354,Stand
-0.696951,-9.589659,1.676514,Stand
-0.732876,-9.582474,1.722019,Stand
-0.809517,-9.558523,1.690884,Stand
-0.821492,-9.560919,1.602268,Stand
-0.752036,-9.64714,1.516047,Stand
-0.670605,-9.668694,1.492097,Stand
-0.66342,-9.611214,1.480122,Stand
-0.682581,-9.611214,1.573528,Stand
-0.713716,-9.611214,1.645378,Stand
-0.711321,-9.582474,1.638193,Stand
-0.680186,-9.606423,1.631008,Stand
-0.637075,-9.625584,1.590293,Stand
-0.617915,-9.623189,1.549578,Stand
-0.673001,-9.623189,1.544788,Stand
-0.716111,-9.639954,1.580713,Stand
-0.749641,-9.606423,1.614243,Stand
-0.795147,-9.592053,1.628613,Stand
-0.835862,-9.587264,1.628613,Stand
-0.864602,-9.565708,1.657354,Stand
-0.883762,-9.606423,1.671724,Stand
-0.859812,-9.630374,1.621428,Stand
-0.807122,-9.630374,1.580713,Stand
-0.759221,-9.632769,1.573528,Stand
-0.704136,-9.616004,1.609453,Stand
-0.63468,-9.601634,1.647774,Stand
-0.627495,-9.611214,1.678909,Stand
-0.682581,-9.623189,1.631008,Stand
-0.759221,-9.599238,1.592688,Stand
-0.809517,-9.601634,1.611848,Stand
-0.840652,-9.623189,1.611848,Stand
-0.809517,-9.625584,1.595083,Stand
-0.775986,-9.587264,1.623823,Stand
-0.711321,-9.577683,1.638193,Stand
-0.673001,-9.616004,1.690884,Stand
-0.637075,-9.639954,1.676514,Stand
-0.63468,-9.623189,1.599873,Stand
-0.701741,-9.592053,1.542393,Stand
-0.804727,-9.599238,1.559158,Stand
-0.811912,-9.608819,1.583108,Stand
-0.768801,-9.630374,1.561553,Stand
-0.684976,-9.630374,1.532813,Stand
-0.64426,-9.625584,1.549578,Stand
-0.661025,-9.596844,1.616638,Stand
-0.689766,-9.577683,1.631008,Stand
-0.713716,-9.601634,1.611848,Stand
-0.785566,-9.618399,1.578318,Stand
-0.828677,-9.627979,1.539998,Stand
-0.874182,-9.623189,1.539998,Stand
-0.852627,-9.630374,1.539998,Stand
-0.787961,-9.627979,1.559158,Stand
-0.747246,-9.596844,1.563948,Stand
-0.732876,-9.606423,1.599873,Stand
-0.730481,-9.611214,1.626218,Stand
-0.711321,-9.611214,1.585503,Stand
-0.706531,-9.627979,1.542393,Stand
-0.725691,-9.632769,1.523232,Stand
-0.735271,-9.635164,1.542393,Stand
-0.749641,-9.608819,1.554368,Stand
-0.771196,-9.601634,1.587898,Stand
-0.768801,-9.608819,1.585503,Stand
-0.735271,-9.625584,1.532813,Stand
-0.716111,-9.627979,1.516047,Stand
-0.704136,-9.611214,1.539998,Stand
-0.718506,-9.623189,1.537603,Stand
-0.747246,-9.625584,1.547183,Stand
-0.754431,-9.599238,1.542393,Stand
-0.775986,-9.580078,1.585503,Stand
-0.775986,-9.604029,1.609453,Stand
-0.787961,-9.608819,1.602268,Stand
-0.759221,-9.630374,1.566343,Stand
-0.687371,-9.642349,1.542393,Stand
-0.65384,-9.642349,1.539998,Stand
-0.64905,-9.630374,1.535208,Stand
-0.680186,-9.604029,1.583108,Stand
-0.732876,-9.611214,1.607058,Stand
-0.799937,-9.599238,1.607058,Stand
-0.840652,-9.594449,1.571133,Stand
-0.828677,-9.599238,1.566343,Stand
-0.795147,-9.596844,1.583108,Stand
-0.792751,-9.608819,1.635798,Stand
-0.790356,-9.601634,1.631008,Stand
-0.785566,-9.620794,1.566343,Stand
-0.768801,-9.620794,1.578318,Stand
-0.771196,-9.623189,1.595083,Stand
-0.809517,-9.627979,1.590293,Stand
-0.852627,-9.604029,1.602268,Stand
-0.843047,-9.601634,1.623823,Stand
-0.831072,-9.606423,1.626218,Stand
-0.792751,-9.606423,1.616638,Stand
-0.759221,-9.587264,1.616638,Stand
-0.754431,-9.599238,1.628613,Stand
-0.744851,-9.623189,1.633403,Stand
-0.752036,-9.632769,1.607058,Stand
-0.792751,-9.616004,1.587898,Stand
-0.850232,-9.587264,1.633403,Stand
-0.874182,-9.572893,1.695674,Stand
-0.866997,-9.608819,1.688489,Stand
-0.823887,-9.601634,1.635798,Stand
-0.759221,-9.608819,1.585503,Stand
-0.718506,-9.644744,1.587898,Stand
-0.677791,-9.604029,1.626218,Stand
-0.646655,-9.568104,1.695674,Stand
-0.670605,-9.582474,1.717229,Stand
-0.740061,-9.611214,1.614243,Stand
-0.814307,-9.582474,1.494492,Stand
-0.799937,-9.556129,1.511257,Stand
-0.780776,-9.656719,1.657354,Stand
-0.859812,-9.644744,1.698069,Stand
-0.917293,-9.551338,1.599873,Stand
-0.886157,-9.577683,1.542393,Stand
-0.785566,-9.625584,1.626218,Stand
-0.696951,-9.601634,1.722019,Stand
-0.687371,-9.596844,1.757944,Stand
-0.761616,-9.580078,1.729204,Stand
-0.816702,-9.594449,1.654959,Stand
-0.843047,-9.570498,1.652564,Stand
-0.847837,-9.592053,1.695674,Stand
-0.876577,-9.611214,1.652564,Stand
-0.840652,-9.611214,1.549578,Stand
-0.814307,-9.642349,1.523232,Stand
-0.792751,-9.625584,1.602268,Stand
-0.797542,-9.572893,1.693279,Stand
-0.799937,-9.563313,1.714834,Stand
-0.783171,-9.587264,1.726809,Stand
-0.795147,-9.594449,1.755549,Stand
-0.847837,-9.584868,1.733994,Stand
-0.874182,-9.620794,1.674119,Stand
-0.878972,-9.637559,1.633403,Stand
-0.907712,-9.594449,1.628613,Stand
-0.924478,-9.570498,1.695674,Stand
-0.981958,-9.589659,1.712439,Stand
-0.974773,-9.594449,1.662144,Stand
-0.888552,-9.601634,1.645378,Stand
-0.828677,-9.604029,1.674119,Stand
-0.850232,-9.596844,1.712439,Stand
-0.893342,-9.582474,1.707649,Stand
-0.931663,-9.594449,1.690884,Stand
-0.941243,-9.601634,1.688489,Stand
-0.922083,-9.601634,1.664539,Stand
-0.898132,-9.580078,1.650169,Stand
-0.878972,-9.592053,1.683699,Stand
-0.900527,-9.580078,1.722019,Stand
-0.895737,-9.558523,1.741179,Stand
-0.888552,-9.570498,1.750759,Stand
-0.862207,-9.599238,1.748364,Stand
-0.871787,-9.606423,1.738784,Stand
-0.883762,-9.592053,1.681304,Stand
-0.907712,-9.613608,1.662144,Stand
-0.898132,-9.630374,1.698069,Stand
-0.878972,-9.594449,1.731599,Stand
-0.862207,-9.565708,1.726809,Stand
-0.840652,-9.560919,1.726809,Stand
-0.792751,-9.575289,1.741179,Stand
-0.792751,-9.577683,1.753154,Stand
-0.835862,-9.584868,1.714834,Stand
-0.886157,-9.606423,1.657354,Stand
-0.950823,-9.577683,1.619033,Stand
-1.010698,-9.572893,1.650169,Stand
-1.015488,-9.577683,1.647774,Stand
-0.919688,-9.587264,1.693279,Stand
-0.804727,-9.604029,1.702859,Stand
-0.718506,-9.611214,1.678909,Stand
-0.680186,-9.637559,1.654959,Stand
-0.668211,-9.623189,1.642983,Stand
-0.701741,-9.601634,1.686094,Stand
-0.795147,-9.584868,1.726809,Stand
-0.838257,-9.580078,1.717229,Stand
-0.850232,-9.570498,1.664539,Stand
-0.857417,-9.572893,1.645378,Stand
-0.840652,-9.596844,1.688489,Stand
-0.799937,-9.582474,1.707649,Stand
-0.752036,-9.587264,1.707649,Stand
-0.725691,-9.616004,1.678909,Stand
-0.708926,-9.632769,1.659749,Stand
-0.720901,-9.601634,1.642983,Stand
-0.787961,-9.596844,1.662144,Stand
-0.857417,-9.611214,1.712439,Stand
-0.886157,-9.572893,1.690884,Stand
-0.890947,-9.541759,1.638193,Stand
-0.864602,-9.568104,1.609453,Stand
-0.790356,-9.604029,1.657354,Stand
-0.723296,-9.639954,1.688489,Stand
-0.682581,-9.632769,1.674119,Stand
-0.63468,-9.606423,1.635798,Stand
-0.641865,-9.570498,1.647774,Stand
-0.725691,-9.589659,1.678909,Stand
-0.823887,-9.592053,1.690884,Stand
-0.869392,-9.584868,1.640588,Stand
-0.859812,-9.604029,1.597478,Stand
-0.828677,-9.594449,1.616638,Stand
-0.754431,-9.601634,1.681304,Stand
-0.687371,-9.608819,1.717229,Stand
